date_transaction,type_compte,anciennete_compte,age_client,statut_professionnel,revenus_mensuels,region,montant_transaction,type_transaction,categorie_marchand,pays_transaction,heure_transaction,jour_semaine,mode_paiement,nb_trans_24h,montant_total_24h,nb_pays_24h,distance_trans_precedente,temps_depuis_derniere_trans,montant_moyen_30j,ratio_montant_moyen,auth_3d_secure,ip_match_pays,appareil_connu,nb_tentatives_echouees,score_risque_marchand,is_fraud
2023-09-04 03:28:30,Courant,108.7645232502902,20.36271075082579,Salarié,3402.954477066709,Île-de-France,52.327237343770875,Retrait ATM,Autre,France,13,6,En ligne,4.0,177.4609297772774,1,2.1883584461423418,759.0202419416362,793.3624080541105,0.06595628531494771,1,1,1,0.0,4.0,0
2023-07-23 12:01:51,Professionnel,149.5936462036689,37.169063688386416,,3065.7655825703096,Nouvelle-Aquitaine,64.23825649886328,Prélèvement,Autre,Espagne,20,1,Sans contact,2.0,56.74016633589582,1,10.126702420464248,550.2353616219578,731.6159493481711,0.08780324780521252,1,1,1,0.0,4.0,0
2023-10-07 06:32:29,Jeune,35.215671902708785,45.97305958492256,Salarié,2521.3608086423874,Grand Est,176.68687592019103,Retrait ATM,Autre,France,15,2,Carte physique,1.0,74.38043240675194,1,7.693920830051912,593.0951030743338,971.7311356760954,0.1818269163488918,1,1,1,0.0,3.0,0
2023-10-02 15:21:27,Épargne,68.7527245440724,45.895073431676714,Salarié,4718.107749944307,Bourgogne-Franche-Comté,110.54919547213115,Achat en ligne,Électronique,France,18,2,En ligne,2.0,144.58860953365607,1,19.99575150102793,1144.0475387049235,953.9560255993149,0.11588500151532617,0,1,1,0.0,8.0,0
2023-09-10 15:24:18,Courant,63.827685248600396,35.56122122094034,,3511.4122024667668,Bretagne,156.23108988843262,Achat en magasin,Autre,France,18,1,En ligne,2.0,75.04940511680883,1,22.270646984687154,1059.3665562190447,995.1991357673154,0.1569847523711682,1,1,1,1.0,2.0,0
2023-08-08 20:43:57,Courant,9.498441801152858,18.0,,7116.751375358781,Île-de-France,4.390945491415674,Achat en ligne,Électronique,Belgique,13,6,Carte virtuelle,7.0,3822.252328057766,1,74.95048765295759,116.8499095380855,5319.998453376135,0.000825365933824497,0,1,1,4.0,6.0,1
2023-06-07 15:43:19,Professionnel,48.691264583938306,36.58647586591129,Salarié,3951.8020717156605,Auvergne-Rhône-Alpes,184.11520792464725,Achat en magasin,Voyage,Allemagne,8,2,Carte physique,4.0,73.79018301325588,1,13.849754228102038,860.621543734851,,0.2810887652062842,1,1,1,0.0,3.0,0
2023-01-01 05:05:23,Épargne,139.56090943384683,41.17329336150616,Indépendant,8377.50793855403,Occitanie,105.99281131538493,Achat en magasin,Divertissement,France,11,0,Mobile,3.0,609.31798410215,1,31.10390946820468,1585.8483937345484,1348.050588568322,0.07862673123265582,1,1,1,0.0,6.0,0
2023-08-31 03:44:08,Professionnel,40.992807654911445,47.838403303668,Salarié,3312.0684853113466,Île-de-France,95.80798550708285,Retrait ATM,Autre,France,1,4,En ligne,4.0,317.2393730574072,1,16.20993873600842,450.69151916100145,633.9773962542217,0.15112208427800844,1,1,1,,3.0,0
2023-01-31 23:52:01,Professionnel,4.918861108352111,46.30606863927056,Salarié,1420.3502422312538,Occitanie,8.156822698625906,Achat en ligne,Voyage,États-Unis,0,3,En ligne,6.0,1604.639958965673,1,144.07508856885516,54.3858126210422,501.9466341383301,0.016250378314874782,0,0,0,0.0,9.0,1
2023-01-29 19:19:57,Jeune,84.76330942710064,40.38283912026012,Retraité,3178.2523587598284,Nouvelle-Aquitaine,69.44430434245419,Virement,Autre,France,16,5,Mobile,2.0,185.3699579553616,1,29.846596864789273,727.6787743511788,991.3300082956453,0.07005165158053377,1,1,1,0.0,,0
2023-11-19 09:01:02,Jeune,34.16510786286829,39.228214389356644,Salarié,6550.094366478078,Hauts-de-France,86.60573556986564,Prélèvement,Autre,France,22,6,En ligne,3.0,390.3265157913978,1,15.631526454803243,1309.699398299731,1928.3153865598467,0.04491264041841828,1,1,1,,1.0,0
2023-08-22 14:22:43,Épargne,111.14249785466957,35.40284000078053,Retraité,2968.0605892834988,Auvergne-Rhône-Alpes,55.878790853056096,Retrait ATM,Autre,France,10,5,Sans contact,3.0,314.0639504844314,1,40.43087729740218,685.6256148091838,1132.3662302249115,0.0493469244856917,0,1,1,0.0,6.0,0
2023-06-26 05:22:11,Courant,85.91379543500757,43.945260729679596,,582.1267505814769,Auvergne-Rhône-Alpes,61.09901775602658,Retrait ATM,Autre,France,17,0,Carte physique,1.0,45.91121610301447,1,48.75900675401138,882.7311263846116,199.14350387793414,0.3068089923409075,1,1,1,1.0,1.0,0
2023-08-02 06:53:37,Jeune,19.064276688565638,59.015489322529035,Salarié,,Normandie,59.14482212491871,Retrait ATM,Autre,France,15,5,Sans contact,1.0,120.77252979740541,1,20.09268327546865,526.9956422311877,,0.04313094440921861,1,1,1,0.0,8.0,0
2023-12-23 01:19:38,Épargne,98.45366200285324,29.292437962516342,,3058.965005003005,Provence-Alpes-Côte d'Azur,218.1021068683484,Retrait ATM,Autre,Chine,15,4,Sans contact,2.0,139.80415094984187,1,2.1789772116116155,673.7150797431065,744.1514919989623,0.29308831496457244,1,1,1,0.0,2.0,0
2023-04-10 05:30:25,Courant,147.77050646069074,18.0,Salarié,5801.015181588973,Bourgogne-Franche-Comté,68.15336190703721,Virement,Autre,France,19,5,Carte physique,2.0,15.887817698896383,1,19.64505449135269,378.21433211251235,1763.247841224126,0.03865217374077264,1,1,1,0.0,2.0,0
2023-02-07 11:37:11,Épargne,52.010879938895954,48.13805609892316,Salarié,4256.894242686611,Île-de-France,37.61315431505899,Achat en ligne,Voyage,France,15,0,Sans contact,0.0,0.0,1,25.145439687674447,1106.6421194699096,825.8614166329377,0.045544147671178266,0,1,1,0.0,1.0,0
2023-05-08 12:46:57,Épargne,18.150933820195473,62.63588888210648,,4221.8168643180115,Pays de la Loire,92.76283294484585,Achat en ligne,Voyage,France,21,3,Sans contact,8.0,1244.9735900137823,1,13.309570671424641,747.1271368042175,,0.07085859176145601,1,1,1,1.0,1.0,0
2023-09-02 14:22:54,Professionnel,12.235280520085311,49.59208711849688,Salarié,,Auvergne-Rhône-Alpes,124.77460721341836,Achat en ligne,Électronique,Royaume-Uni,22,4,Sans contact,3.0,130.36473746570067,1,29.54892704322187,918.0432840093982,571.2406658274936,0.21842738915072005,1,1,0,0.0,6.0,0
2023-06-09 07:42:16,Épargne,69.3249535563718,30.12858824733685,Salarié,3942.156774063938,Grand Est,60.814023651797946,Achat en ligne,Alimentation,Italie,18,5,En ligne,2.0,63.04081212602508,1,28.250901930040577,884.4546083371939,1056.2628022202118,0.05757470917651355,1,1,1,0.0,4.0,0
2023-11-29 00:17:47,Courant,94.38817734370308,43.4212419241454,Salarié,,Auvergne-Rhône-Alpes,109.65286656884862,Achat en magasin,Électronique,France,7,2,Carte physique,5.0,670.5572079761163,1,27.5348555134766,929.5465120837048,,0.15324432009315395,1,1,1,0.0,4.0,0
2023-09-17 12:28:10,Jeune,52.29400015828437,45.83312202190128,,6476.631812647956,Provence-Alpes-Côte d'Azur,45.704595138944704,Achat en magasin,Électronique,France,17,6,En ligne,2.0,115.10508026123468,1,31.33379173719601,1105.168473145937,1314.7249632476835,0.034763617042794626,1,1,1,0.0,,0
2023-12-13 01:10:33,Professionnel,119.19679321317774,55.73617199946686,Retraité,3887.897577546414,Hauts-de-France,156.14487045891008,Achat en ligne,Divertissement,France,22,5,Carte physique,1.0,14.732298638165451,1,13.294997001638684,2124.340923992836,1060.6861773437377,0.14721118630011906,1,1,1,0.0,2.0,0
2023-01-08 00:04:12,Épargne,32.93035508581134,31.98200382050277,Salarié,2456.863761825217,Île-de-France,108.99804890890059,Achat en ligne,Vêtements,France,21,0,Carte physique,2.0,137.92478494842345,1,18.865418216444734,788.2431926526598,881.9207728651007,0.12359165614706867,0,1,1,0.0,,0
2023-02-05 15:09:39,Courant,82.65765948805274,68.60361883046446,Salarié,5324.7003612496355,Auvergne-Rhône-Alpes,100.19246859242445,Achat en ligne,Alimentation,France,9,4,Carte physique,4.0,179.1744670771655,1,48.151881550825586,745.4680110103618,1605.9029543559095,0.062390114122810945,1,1,0,,1.0,0
2023-12-20 12:01:07,Courant,23.90470460814974,38.806345449845765,Retraité,2065.944646849634,Bretagne,79.26686829580667,Virement,Autre,France,20,5,Sans contact,2.0,272.9809984070387,1,17.74108790727396,467.58695110882786,,0.2073393729356428,1,1,1,0.0,,0
2023-01-14 00:33:56,Courant,30.509168837104298,30.087992531515265,Salarié,4627.165083674388,Auvergne-Rhône-Alpes,1663.3099573110976,Achat en magasin,Électronique,Royaume-Uni,2,1,En ligne,5.0,9797.433938210252,1,6105.947901795668,17.985801429319864,6520.958180331248,0.2550714038203824,0,0,0,7.0,9.0,1
2023-07-12 20:06:08,Courant,33.38278198316196,49.32272839620299,Salarié,3865.719376086746,Bourgogne-Franche-Comté,28.062158832156282,Retrait ATM,Autre,France,6,3,En ligne,2.0,216.16999181333543,1,21.850483953265964,980.8425027816835,,0.03330262957604932,0,1,1,,,0
2023-12-11 11:02:51,Courant,44.222705401919654,24.093084968753864,Indépendant,4248.891802713661,Île-de-France,141.73733264418271,Achat en magasin,Santé,États-Unis,3,3,Sans contact,2.0,84.30132293967995,1,11.444879134315384,843.1886865519684,,0.09921346067833788,1,1,1,0.0,3.0,0
2023-02-19 22:54:10,Épargne,29.573773339514787,75.85954876780278,,3947.37014733616,Grand Est,130.1422817564397,Achat en ligne,Divertissement,France,22,6,Sans contact,3.0,81.30033523081097,1,16.42239537778059,435.33262524490027,1027.947792949072,0.1266039799385876,0,1,1,2.0,2.0,0
2023-12-04 00:31:55,Courant,63.676672255346546,51.98931106369379,,3207.518528632596,Île-de-France,41.38558415077014,Prélèvement,Autre,Italie,10,0,Carte virtuelle,2.0,69.44033653835075,1,19.59058752289461,416.9323977636027,1198.6950049641277,0.034525533166803055,1,1,1,1.0,,0
2023-02-22 21:32:52,Courant,40.43789408631738,40.825712324322026,Sans emploi,527.689872179375,Pays de la Loire,88.8862902699434,Virement,Autre,Espagne,8,4,Carte physique,1.0,208.03137023530843,1,8.300438070641844,1174.4261361487863,194.15293563580224,0.4578158449104211,1,1,1,1.0,1.0,0
2023-02-14 19:38:10,Courant,71.93993406320877,30.219321456543724,Salarié,5729.353744778302,Auvergne-Rhône-Alpes,113.39890811604633,Prélèvement,Autre,France,10,2,En ligne,0.0,0.0,1,8.435498948132912,668.6990250596112,1583.0882744123091,0.07163144971062557,0,1,1,0.0,3.0,0
2023-04-18 14:48:55,Courant,41.8546590015545,27.618451364768543,Retraité,4015.203266429734,Bretagne,77.04318272887244,Achat en ligne,Alimentation,France,16,0,Carte physique,1.0,102.23258244300195,1,14.446354778022275,1832.1336595260916,762.2407494820724,0.10107460507880452,1,1,1,,5.0,0
2023-11-18 18:37:23,Professionnel,57.6277855867838,59.5802182056174,,3028.7187521477463,Hauts-de-France,60.531259842470774,Retrait ATM,Autre,Italie,8,4,Carte physique,1.0,35.44220494959765,1,30.65468177867618,1867.671570685281,517.1958848620053,0.11703739649556824,1,1,1,0.0,5.0,0
2023-09-28 22:23:43,Courant,28.125547639813814,39.262098964800714,Salarié,4158.7494063618215,Normandie,61.00418838274044,Achat en magasin,Divertissement,France,16,0,En ligne,2.0,287.0372560346836,1,29.94536333600093,620.6486546979769,657.624536823431,0.09276446508126532,1,1,1,1.0,6.0,0
2023-06-02 23:56:48,Courant,53.748823778757604,33.674928160022795,,3611.3610537051873,Hauts-de-France,40.95163087363456,Achat en ligne,Services,Allemagne,2,3,En ligne,2.0,70.87858527554087,1,,756.7479235100261,,0.028757918493061516,0,1,0,0.0,2.0,0
2023-01-31 06:59:21,Épargne,69.49731910022487,55.56455551180622,Étudiant,791.0734676472441,Pays de la Loire,73.25122265694763,Virement,Autre,France,12,1,Carte virtuelle,1.0,74.40123355049907,1,8.388670803725448,767.5191922475169,,0.3739155249311239,1,1,1,0.0,2.0,0
2023-04-07 01:14:52,Jeune,24.24929197208033,29.258603712361207,,3576.5553189355624,Bretagne,95.49300029490333,Achat en ligne,Alimentation,France,18,4,Sans contact,1.0,59.75900375325604,1,15.454116314694312,506.9480732112031,1249.4671187929544,0.07642698143761813,1,1,1,1.0,1.0,0
2023-07-23 09:06:06,Épargne,67.44158735463009,48.51004596033985,Retraité,2241.7795410228546,Nouvelle-Aquitaine,111.78634056364061,Achat en ligne,Autre,France,10,3,Carte physique,3.0,232.16313828556224,1,21.471631951196454,1891.7842003638164,621.9710594317663,0.17972916724737767,1,1,1,0.0,2.0,0
2023-08-08 00:55:29,Courant,130.55061281224027,51.17896528019208,Salarié,4060.2935138020684,Grand Est,40.450704445721215,Achat en ligne,Voyage,France,11,6,Mobile,2.0,22.85497811785623,1,10.407451939105618,1287.732325809652,1257.7644467439795,0.03216079493297606,0,1,1,0.0,1.0,0
2023-10-06 18:33:10,Courant,122.02099146032106,50.759268454085216,Retraité,1705.9644345501902,Île-de-France,196.1698147558881,Achat en magasin,Santé,France,7,1,Mobile,1.0,86.51707342173125,1,,737.119284767609,257.811123044574,0.760905163591299,1,1,1,0.0,3.0,0
2023-08-23 14:37:16,Professionnel,24.234024072435567,51.471175402644384,Salarié,,Occitanie,64.37555461737118,Achat en magasin,Alimentation,France,17,3,En ligne,5.0,853.6115275754125,2,16.900835623832357,1830.4980424505181,2178.94545570789,0.029544362594637334,1,1,1,0.0,2.0,0
2023-07-17 07:00:29,Courant,90.73529278011705,30.741810658714968,Retraité,2649.7442385713234,Auvergne-Rhône-Alpes,119.1584070864182,Prélèvement,Autre,Espagne,12,2,En ligne,1.0,23.75626818846666,1,19.375313632044943,917.821802452813,,0.1326471434685509,1,1,1,2.0,1.0,0
2023-12-09 07:56:56,Épargne,13.929646342577936,42.18369067217791,Indépendant,4415.663386099774,Île-de-France,57.474020902497244,Virement,Autre,France,9,6,En ligne,2.0,500.2344461804202,1,2.245652115160102,1377.8129671785055,1693.0155852499938,0.03394772109791921,1,1,1,,7.0,0
2023-06-11 02:36:19,Courant,64.38285519403837,41.2263352111478,Salarié,,Étranger,146.41534697314592,Achat en magasin,Électronique,Autre Europe,1,5,Carte physique,0.0,0.0,1,35.400319665293736,249.6553973298655,807.5445349380575,0.18130931563344263,1,1,1,1.0,3.0,0
2023-10-02 10:26:11,Courant,54.03351893485452,47.06267828377885,Salarié,,Étranger,208.21153590725677,Achat en magasin,Autre,France,15,1,Sans contact,4.0,113.56764919280349,1,14.341551714924641,1521.4431537171063,795.4977596553158,0.2617374258822219,1,1,1,0.0,2.0,0
2023-09-30 09:05:40,Professionnel,66.8497659883725,18.011531387202623,Salarié,3175.5722199709735,Auvergne-Rhône-Alpes,53.266953654711976,Achat en magasin,Divertissement,Allemagne,13,6,Sans contact,2.0,185.03949993650593,1,40.13856930265885,700.1830862120374,966.5298014029311,0.05511154811511686,1,1,1,,2.0,0
2023-12-11 12:37:37,Épargne,74.85614848411052,24.01321227033181,Indépendant,6572.632815839984,Normandie,33.40841765584057,Achat en ligne,Vêtements,France,17,5,Mobile,1.0,42.71633971471615,2,,906.1864486906546,2387.939453406819,0.013990479368384965,1,1,1,1.0,2.0,0
2023-04-26 04:33:03,Épargne,67.81965793980638,77.40649575202545,Salarié,5162.948111083869,Normandie,32.530312238354796,Retrait ATM,Autre,France,14,5,Carte physique,1.0,19.880499115721133,1,6.260630218149252,414.0890078558155,1516.648362972313,0.021448816372044342,1,1,0,1.0,2.0,0
2023-01-19 00:49:14,Courant,36.56963632061364,55.882279756329886,Retraité,1515.6677354177928,Bourgogne-Franche-Comté,126.49603804246479,Virement,Autre,France,12,2,Sans contact,5.0,1084.4768103705771,1,14.181537516034288,1796.906820512812,,0.28379921865474184,1,1,1,0.0,5.0,0
2023-02-17 03:00:22,Courant,18.586200193101593,41.80754332870189,Salarié,3409.286645715463,Provence-Alpes-Côte d'Azur,149.93624576998604,Achat en ligne,Divertissement,Italie,20,6,Carte physique,2.0,143.4016311154676,1,27.633094781110064,252.424632595323,1098.0909938017842,0.13654264229130994,1,1,1,1.0,3.0,0
2023-01-25 13:59:59,Épargne,66.30069542872802,46.1397740411809,Salarié,5120.269529041452,Normandie,72.70818850478042,Achat en ligne,Alimentation,Royaume-Uni,14,3,Carte physique,2.0,70.95610126820468,1,18.718280900799414,390.6619059242748,1998.29020615303,0.03638519984780048,1,1,1,0.0,3.0,0
