surface_habitable,nb_pieces,nb_chambres,etage,ascenseur,annee_construction,balcon,terrasse,parking,distance_centre,distance_transport,score_commerces,prix,surface_par_piece,quartier_Belleville,quartier_Marais,quartier_Montmartre,quartier_Saint-Germain,type_bien_Duplex,type_bien_Loft,type_bien_Maison,type_bien_Studio,etat_Correct,etat_Neuf,etat_Très bon,etat_À rénover,chauffage_Individuel gaz,chauffage_Individuel électrique,chauffage_Pompe à chaleur,classe_energie_B,classe_energie_C,classe_energie_D,classe_energie_E,classe_energie_F,classe_energie_G
0.7114304223541357,1.7781765835780143,2.0469347742702855,-0.9127600516957498,0,2014.0,1,1,0.0,-0.24964692930626625,1.0562454205043579,0.6644017090495236,1234449.5235176955,-0.46406906379166507,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.6943339520834321,-1.4055917090455665,-1.6951599248560147,1.4750752152874853,1,1934.0,1,1,1.0,0.3063794220650206,0.06026057704005902,-1.1535478491765347,583258.2269508775,1.566968005674487,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
0.35025124479524383,1.7781765835780143,2.0469347742702855,-0.9127600516957498,0,1966.0,0,0,2.0,0.29726468369874176,0.19874015405778514,-1.1535478491765347,1418203.8843170477,-0.6793305619144334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.9325574354771815,-1.4055917090455665,-1.6951599248560147,-0.5147875071985439,0,2022.0,0,1,0.0,-0.9828749948084269,-0.21181507625306,1.391581532339947,461557.47978190193,0.5731055967458603,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0.1660217817074984,0.186292437266224,0.17588742470713542,-0.11681496270133813,0,1988.0,0,0,2.0,-0.6904358978368751,-0.14229807882474496,0.6644017090495236,1048227.0078327112,-0.045945506598928244,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.1703215608299164,-0.3443356115043728,0.17588742470713542,1.4750752152874853,1,1943.0,0,1,1.0,-0.7224467365121404,-0.3454499095351306,-1.5171377608217465,1272483.84703079,0.06434872455970546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.217452805616831,-1.4055917090455665,-1.6951599248560147,-0.9127600516957498,0,1971.0,0,1,0.0,-0.5329002729063635,0.6726467586689084,-0.0627781142408998,223733.06158696968,-0.6154707552823885,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5101186851061882,1.7781765835780143,2.0469347742702855,-0.9127600516957498,0,2014.0,1,0,2.0,0.1107605180006876,18.000812254452526,1.391581532339947,1581197.8536393289,-0.5840501392306675,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1.2492193521785198,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1998.0,0,0,1.0,-0.40739633279676424,-0.2234118781539529,-0.0627781142408998,1207515.3937456205,1.0838227800927982,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.27587887627115704,0.7169204860368208,0.17588742470713542,0.6791301262930736,1,1960.0,1,1,0.0,0.4714376469097338,-0.30280921923462384,1.0279916206947353,1499320.1154547632,-0.30110103661240084,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.1855574488807081,0.186292437266224,0.17588742470713542,2.668992848779103,1,1939.0,0,0,0.0,-0.5383108222735895,-0.1074719439299538,-1.5171377608217465,1161866.5460301635,-0.02556992800336365,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-1.0609853378766936,-1.4055917090455665,-1.6951599248560147,-0.5147875071985439,0,1954.0,0,1,0.0,1.27666417440204,-0.18112445085133996,-1.5171377608217465,228951.5145265469,0.037307603054955146,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.5663394080819758,-0.8749636602749696,-1.0714774750016314,-0.5147875071985439,0,1893.0,1,0,0.0,-0.08942770992914387,0.08122975839244212,-1.5171377608217465,554984.3145960154,0.1604569170009524,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-1.1958131554639297,-1.4055917090455665,-1.6951599248560147,-0.5147875071985439,0,1970.0,0,0,1.0,-0.45850703869952814,-0.06434790570847038,-1.1535478491765347,207875.93140916512,-0.5251906765808793,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.10084243948287488,0.7169204860368208,0.7995698745615187,-0.9127600516957498,0,1934.0,0,0,0.0,-0.7861438455975112,-0.1074719439299538,0.30081179740431185,701804.3182523452,-0.44715056308091494,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.591223575113974,0.7169204860368208,1.423252324415902,-0.11681496270133813,0,1873.0,0,0,0.0,-0.9915095887318189,-0.27609020524310474,1.391581532339947,4463916.539282528,2.465205980546369,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.23648333563400392,0.186292437266224,0.7995698745615187,-0.11681496270133813,0,1892.0,0,1,0.0,-0.6224527306491197,-0.39545371040542204,-0.42636802588611145,990458.0919980252,-0.4657558248641564,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.8683624861676894,-1.4055917090455665,-1.6951599248560147,-0.11681496270133813,0,1874.0,0,0,0.0,0.77491586896359,-0.1074719439299538,-1.1535478491765347,479279.3553222513,0.8409253181808336,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4298697822409421,0.186292437266224,0.17588742470713542,-0.5147875071985439,0,1996.0,0,0,0.0,-0.5989594601372994,-0.170048674341957,0.6644017090495236,1279388.5230373286,0.22924630663610804,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3398762837677607,-0.3443356115043728,-0.44779502514724795,0.2811575817958677,1,2000.0,0,1,0.0,-1.3152438818213708,0.6810093224087828,0.6644017090495236,1011310.3714285616,-0.1714439619036773,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1.443425562585377,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1906.0,0,0,0.0,3.750038938743489,-0.0846547118887221,-0.0627781142408998,1305494.305010028,1.2863786420865062,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.005175863571861243,0.7169204860368208,0.7995698745615187,1.0771026707902793,1,1987.0,0,0,0.0,-0.6792619480253825,-0.1619107385463326,-0.0627781142408998,930981.1147990944,-0.5269742750293469,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7221841187500165,0.7169204860368208,0.17588742470713542,-0.9127600516957498,0,1938.0,1,0,0.0,-0.4808766172312567,-0.1074719439299538,-1.1535478491765347,1310218.0197642378,0.07129382311212337,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.10419466331278207,1.2475485348074176,0.7995698745615187,-0.9127600516957498,0,1966.0,0,0,1.0,-0.8652195365610997,-0.1074719439299538,-0.0627781142408998,887240.6894445627,-0.8118677800426497,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-0.7625882760174808,-0.8749636602749696,-1.6951599248560147,0.2811575817958677,1,2022.0,0,0,0.0,-0.36198233895033133,0.40126603306835573,-0.0627781142408998,410332.3910160501,-0.2489157650228352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.6362952975953519,-0.3443356115043728,0.17588742470713542,2.271020304281897,1,1966.0,0,0,1.0,-0.45603438724005474,0.2731059790436119,-1.5171377608217465,695737.0304857278,-0.5836615302391583,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.091964577974444,-1.4055917090455665,-1.6951599248560147,0.2811575817958677,1,2014.0,1,0,0.0,-0.06500350153914564,-0.08069606125540925,1.7551714439851585,221674.54770117588,-0.09193701108511437,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1.4517109450917938,0.186292437266224,0.17588742470713542,1.4750752152874853,1,1966.0,0,0,0.0,0.25666173297994027,0.2806614012820553,-0.42636802588611145,1828110.419505354,1.2950202441857335,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8059727978761462,1.7781765835780143,1.423252324415902,-0.9127600516957498,0,2004.0,1,0,0.0,0.07062730040834816,-0.0862857962834011,-1.5171377608217465,1997840.9441726003,-0.4077221460969569,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.009018470442037598,1.2475485348074176,1.423252324415902,-0.9127600516957498,0,1954.0,1,0,2.0,0.042479755216354345,-0.3083859055446216,-0.7899579375313232,1323042.2732880868,-0.7456889977135468,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.9277007497771633,-1.4055917090455665,-1.6951599248560147,1.4750752152874853,1,2009.0,1,0,0.0,-0.9744324654767867,-0.1074719439299538,-1.5171377608217465,529816.15056716,0.5933675679019587,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
-0.7399973008560431,-0.3443356115043728,-1.0714774750016314,-0.11681496270133813,0,1941.0,1,0,0.0,0.04280728400176067,-0.24890310184418674,-0.0627781142408998,529354.4105752561,-0.7278755840667038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.00890859684982127,0.7169204860368208,0.7995698745615187,0.2811575817958677,1,1938.0,0,0,1.0,-0.6496153279014474,-0.302851201854932,0.6644017090495236,1331826.7941877595,-0.5238597010715901,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.631862080893164,0.7169204860368208,0.7995698745615187,-0.9127600516957498,0,1966.0,1,0,0.0,-0.13852768956573605,0.04281110284502912,1.0279916206947353,1624333.549509857,0.8303245600697663,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1.6855908482808502,0.7169204860368208,0.7995698745615187,0.2811575817958677,0,2020.0,0,0,1.0,-1.4961986025850602,-0.1074719439299538,1.0279916206947353,3034852.677301358,0.8751555745641943,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.11175283455264931,0.186292437266224,0.17588742470713542,-0.5147875071985439,0,2001.0,0,0,0.0,-1.2688012227984868,-0.08653515584250221,-1.1535478491765347,983889.5348961158,-0.33566269287568096,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-0.16923602481486888,0.186292437266224,0.17588742470713542,-0.11681496270133813,0,1937.0,1,0,0.0,0.7828301273999465,-0.16840245986135818,-0.42636802588611145,788929.9521221148,-0.39561730055439137,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.9908152821499145,-1.4055917090455665,-1.0714774750016314,-0.5147875071985439,0,1954.0,1,0,0.0,0.13190607507271715,-0.1074719439299538,-0.42636802588611145,351051.828357842,0.3300553188794415,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.333631211549314,-0.3443356115043728,0.17588742470713542,0.6791301262930736,0,1968.0,0,0,0.0,0.44990820928178465,0.13952521250184388,-0.0627781142408998,793266.1067428637,-0.162759200252507,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.792305877570461,-0.3443356115043728,-0.44779502514724795,1.0771026707902793,1,1905.0,0,1,1.0,0.5428690969176454,0.11179247277340404,-0.0627781142408998,752035.5274586529,-0.8006189415790157,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
-0.3031037394943649,0.186292437266224,0.17588742470713542,3.066965393276309,1,1980.0,0,0,0.0,-0.8915760310052222,-0.1419171850343041,-1.1535478491765347,910710.7669691024,-0.5352404891394854,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.13716705041677635,0.186292437266224,0.17588742470713542,0.2811575817958677,0,1862.0,0,0,1.0,0.9115003653310845,-0.04662146537194767,0.30081179740431185,940627.6174632352,-0.3621695609643374,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.0876306833119047,-1.4055917090455665,-1.6951599248560147,0.6791301262930736,1,1966.0,0,0,0.0,-0.14698543496067162,0.251325530353411,1.7551714439851585,272715.2241938203,-0.07385611104960191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2801027247925818,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1966.0,0,1,0.0,-0.1551647726755142,-0.10613573777927439,0.30081179740431185,1626993.577694661,0.07304020305085082,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-1.0897807632309866,-1.4055917090455665,-1.6951599248560147,-0.9127600516957498,0,1949.0,0,0,1.0,-1.2920842284326797,-0.421690263158816,1.0279916206947353,69039.94144137758,-0.08282619064597686,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4281138277037517,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1901.0,0,1,0.0,-0.8041798323014043,-0.2693666515532057,1.7551714439851585,1500247.327823778,0.22741485704365053,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7384469984439147,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1932.0,0,0,0.0,-0.3090406096279578,-0.23610555344842693,1.391581532339947,1280944.53461015,0.5510904118718125,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.06556048750849003,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1958.0,0,0,0.0,0.13276368616427853,0.15091130821589396,-0.0627781142408998,941004.2919965727,-0.15072600770058167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.9071789762931597,-1.4055917090455665,-1.6951599248560147,-0.5147875071985439,0,1902.0,0,0,1.0,-0.9096585257826268,-0.09543307681348408,-1.5171377608217465,463509.4879990948,0.6789838931262353,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
-0.12767629828676258,0.186292437266224,0.17588742470713542,0.2811575817958677,1,1961.0,0,0,0.0,0.19033015347605534,0.1357134182351836,-1.1535478491765347,836808.1931158394,-0.3522707658916352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.5397652213467748,-0.3443356115043728,0.17588742470713542,-0.9127600516957498,0,1969.0,0,0,1.0,-0.4628442769546772,0.3025952980927235,-0.0627781142408998,579932.8332709195,-0.4494211763947478,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.6454253506863705,0.7169204860368208,0.17588742470713542,-0.9127600516957498,0,1947.0,1,1,1.0,-0.8069519708446751,-0.13005372549945377,-0.7899579375313232,1930054.551325368,0.007246691362281101,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3828787729362737,-0.3443356115043728,0.17588742470713542,-0.9127600516957498,0,1990.0,1,0,0.0,2.1054488710107178,-0.26988535685008574,-1.5171377608217465,547956.9524457154,-0.23124573132636234,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
-0.30546803190469013,0.186292437266224,0.7995698745615187,1.0771026707902793,0,2000.0,0,0,0.0,-0.7135129339476531,-0.289986778233438,-0.0627781142408998,874287.8498063697,-0.5377064313262739,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.10453379741337997,0.7169204860368208,0.17588742470713542,-0.9127600516957498,0,1913.0,1,0,0.0,-1.0210626021857436,-0.1747110112741939,-0.0627781142408998,798106.5572626179,-0.4440705125059129,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.5738483839639643,-0.8749636602749696,-1.0714774750016314,-0.11681496270133813,0,1932.0,0,0,1.0,-0.04932038084667824,-0.32207311655990795,-0.0627781142408998,1058052.0102880786,0.1447932873026053,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1.0721374115061062,1.2475485348074176,1.423252324415902,-0.9127600516957498,0,1955.0,1,0,2.0,-1.201936188062627,-0.1074719439299538,0.30081179740431185,1875090.9489965255,0.0060702145134493585,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-0.7634311843011955,-0.3443356115043728,-1.0714774750016314,-0.9127600516957498,0,1998.0,1,0,1.0,-0.1256906955233371,0.5908123213036829,-0.42636802588611145,510646.7378528122,-0.7604641090930921,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.5791174090661882,-0.3443356115043728,-0.44779502514724795,-0.11681496270133813,0,2010.0,1,0,0.0,-0.3284948392078874,-0.1042868356106351,-0.0627781142408998,615938.3324142232,-0.5041466237299622,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.39511071934289216,-0.3443356115043728,-0.44779502514724795,0.2811575817958677,1,1880.0,0,0,0.0,2.2677008932705265,-0.3844075735255966,-1.5171377608217465,588783.7748817289,-0.2482561893892143,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.2660702265030707,-0.3443356115043728,0.17588742470713542,-0.5147875071985439,0,1972.0,0,0,2.0,-0.9533671124987432,-0.21367807755392268,1.0279916206947353,924918.4715831608,-0.0688049541652073,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.5035048834791243,-0.3443356115043728,-0.44779502514724795,1.0771026707902793,1,1966.0,0,0,0.0,0.11101853874997308,-0.3063995249511046,0.6644017090495236,944354.7932606188,-0.39899543578581464,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.17918399838894425,0.7169204860368208,0.7995698745615187,-0.11681496270133813,0,1995.0,0,1,2.0,0.24805600733181554,-0.35575969146908554,1.7551714439851585,1097891.342497711,-0.38178275857700955,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.8574297793107666,-0.8749636602749696,-1.0714774750016314,-0.11681496270133813,0,1954.0,0,1,0.0,-0.557471510854533,0.21496569876820112,0.30081179740431185,530903.2763008813,-0.4467539537409471,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08214377436538581,0.186292437266224,0.17588742470713542,1.8730477597846913,1,1983.0,0,0,0.0,-1.2439842705073356,0.29506998535871054,-0.0627781142408998,937001.2468616064,-0.13342974329713986,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9.445154674296893,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,1907.0,0,1,1.0,0.45978853603296604,0.13281349877234952,0.6644017090495236,691441.5407075973,9.632132025911583,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.1324045144801171,-1.4055917090455665,-1.6951599248560147,1.8730477597846913,1,1870.0,0,0,1.0,0.57833138387423,-0.1074719439299538,1.0279916206947353,211572.43701764173,-0.26065141379585793,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.4893118761172919,0.186292437266224,0.17588742470713542,0.6791301262930736,0,1860.0,0,0,1.0,0.6313980197660481,-0.07330542560604121,-0.7899579375313232,945180.7894047354,-0.7294544102333669,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1.100140577204678,1.2475485348074176,0.7995698745615187,-0.9127600516957498,0,1992.0,0,0,0.0,0.7780592989331576,-0.24060710558615314,-0.42636802588611145,1502224.0806756858,0.025541632221955168,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.2593467185100176,1.2475485348074176,0.17588742470713542,-0.9127600516957498,0,1966.0,1,0,0.0,2.6822385089476395,-0.08656969656316454,0.30081179740431185,1613358.6593745942,0.1362423048703259,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.694421469309309,0.186292437266224,0.17588742470713542,-0.9127600516957498,0,2013.0,1,0,1.0,0.9036299979888358,0.20188055939361582,0.6644017090495236,1403591.1036381198,0.5051720605229708,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.45003343071583124,-0.3443356115043728,-1.0714774750016314,-0.11681496270133813,0,1944.0,0,0,1.0,-1.1086644463938584,-0.1074719439299538,-0.0627781142408998,787940.6886107172,-0.32463491501884867,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.7291001381733128,-0.8749636602749696,-1.0714774750016314,0.6791301262930736,1,1962.0,0,0,0.0,-0.5822043923715684,0.14496992248595336,1.0279916206947353,658780.750842903,-0.1790599286581905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.2695965672026919,-0.3443356115043728,0.17588742470713542,-0.9127600516957498,0,1955.0,1,0,0.0,-0.23104908267540822,-0.23182176172535182,1.391581532339947,977926.3943008134,-0.07370888920483253,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.4671134389181172,0.186292437266224,0.17588742470713542,1.0771026707902793,1,2003.0,0,1,1.0,1.6314438280202839,-0.1074719439299538,0.30081179740431185,1090629.3641375042,-0.7063015791659559,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
